"","Gene Symbol","CE Detail","Ensembl ID","ID #","Canonical Splice Junction","Cryptic Exon Location
  (hg38)","Cryptic Exon (bp)","Splice Site (L/R)","type","Noncoding","LEAKY/Weak","Annotated Alternate Exon","Inf. Ins.","UTR","Complex Splicing","Unannotated WT exon","Conserved Region","LeftJunction","RightJunction","LPSI_C","LPSI_CUS","LPSI_CX","LPSI_CXS","LPSI_CXU","LPSI_SgC","LPSI_T","LPSI_TUS","LPSI_TX","LPSI_TXS","LPSI_TXU","RPSI_C","RPSI_CUS","RPSI_CX","RPSI_CXS","RPSI_CXU","RPSI_SgC","RPSI_T","RPSI_TUS","RPSI_TX","RPSI_TXS","RPSI_TXU","avgCtrl","avgT","avgCUS","avgCX","avgCXS","avgCXU","avgTUS","avgTX","avgTXS","avgTXU","maxCtrl","maxTDP","maxDiff","NMDonly","category"
"340","DOK5",NA,"ENSG00000101134","CE114","chr20:54591806-54610387","chr20:54594827-54594973","147","AG/GT","cassette",NA,NA,NA,NA,NA,NA,NA,NA,"chr20:54591806-54594826","chr20:54594974-54610387",0,0,0,0.4,0,0,5.6,39.5,5.6,2.6,38.5,0,0,0,0,0,0,3.8,51.2,8.3,9.2,53.4,0,4.7,0,0.1,0.2,0,45.4,19.6,5.9,46,"0.2",46,45.8,"10pct","NMDi"
"341","DOK5",NA,"ENSG00000101134","CE114","chr20:54591806-54610387","chr20:54594827-54594973","147","AG/GT","cassette",NA,NA,NA,NA,NA,NA,NA,NA,"chr20:54591806-54594826","chr20:54594974-54610387",0,0,0,0.4,0,0,5.6,39.5,5.6,2.6,38.5,0,0,0,0,0,0,3.8,51.2,8.3,9.2,53.4,0,4.7,0,0.1,0.2,0,45.4,19.6,5.9,46,"0.2",46,45.8,"5pct","NMDi"
"342","DOK5",NA,"ENSG00000101134","CE114","chr20:54591806-54610387","chr20:54594827-54594973","147","AG/GT","cassette",NA,NA,NA,NA,NA,NA,NA,NA,"chr20:54591806-54594826","chr20:54594974-54610387",0,0,0,0.4,0,0,5.6,39.5,5.6,2.6,38.5,0,0,0,0,0,0,3.8,51.2,8.3,9.2,53.4,0,4.7,0,0.1,0.2,0,45.4,19.6,5.9,46,"0.2",46,45.8,"1pct","TDPKDonly"
"343","DST",NA,"ENSG00000151914","CE115","chr6:56482878-56485311","chr6:56484029-56484120","92","AC/CT","cassette",NA,NA,NA,NA,NA,NA,NA,NA,"chr6:56482878-56484028","chr6:56484121-56485311",0,1,0.2,0.4,0.3,0,1.6,21.5,1.1,1.1,17.5,0.3,0,0.2,0,0,0,1.6,16.6,2.1,0.7,18.2,0.1,1.6,0.5,0.2,0.2,0.1,19,6.8,0.9,17.9,"0.5",19,18.5,"10pct","NMDi"
"344","DST",NA,"ENSG00000151914","CE115","chr6:56482878-56485311","chr6:56484029-56484120","92","AC/CT","cassette",NA,NA,NA,NA,NA,NA,NA,NA,"chr6:56482878-56484028","chr6:56484121-56485311",0,1,0.2,0.4,0.3,0,1.6,21.5,1.1,1.1,17.5,0.3,0,0.2,0,0,0,1.6,16.6,2.1,0.7,18.2,0.1,1.6,0.5,0.2,0.2,0.1,19,6.8,0.9,17.9,"0.5",19,18.5,"5pct","NMDi"
"345","DST",NA,"ENSG00000151914","CE115","chr6:56482878-56485311","chr6:56484029-56484120","92","AC/CT","cassette",NA,NA,NA,NA,NA,NA,NA,NA,"chr6:56482878-56484028","chr6:56484121-56485311",0,1,0.2,0.4,0.3,0,1.6,21.5,1.1,1.1,17.5,0.3,0,0.2,0,0,0,1.6,16.6,2.1,0.7,18.2,0.1,1.6,0.5,0.2,0.2,0.1,19,6.8,0.9,17.9,"0.5",19,18.5,"1pct","TDPKDonly"
"346","ELAPOR2",NA,"ENSG00000164659","CE116","chr7:86880531-86891723","chr7:86887931-86888050","120","AC/CT","cassette",NA,NA,NA,NA,NA,NA,NA,NA,"chr7:86880531-86887930","chr7:86888051-86891723",0.6,2.2,0,2.3,3.8,0,0,11.2,5.1,4.7,18.2,1,4,0.6,1.2,3,4.4,7.4,12.2,3.6,3.8,15.5,1.5,3.7,3.1,1.8,1.8,3.4,11.7,8.5,4.2,16.9,"3.4",16.9,13.5,"10pct","NMDi"
"347","ELAPOR2",NA,"ENSG00000164659","CE116","chr7:86880531-86891723","chr7:86887931-86888050","120","AC/CT","cassette",NA,NA,NA,NA,NA,NA,NA,NA,"chr7:86880531-86887930","chr7:86888051-86891723",0.6,2.2,0,2.3,3.8,0,0,11.2,5.1,4.7,18.2,1,4,0.6,1.2,3,4.4,7.4,12.2,3.6,3.8,15.5,1.5,3.7,3.1,1.8,1.8,3.4,11.7,8.5,4.2,16.9,"3.4",16.9,13.5,"5pct","NMDi"
"348","ELAPOR2",NA,"ENSG00000164659","CE116","chr7:86880531-86891723","chr7:86887931-86888050","120","AC/CT","cassette",NA,NA,NA,NA,NA,NA,NA,NA,"chr7:86880531-86887930","chr7:86888051-86891723",0.6,2.2,0,2.3,3.8,0,0,11.2,5.1,4.7,18.2,1,4,0.6,1.2,3,4.4,7.4,12.2,3.6,3.8,15.5,1.5,3.7,3.1,1.8,1.8,3.4,11.7,8.5,4.2,16.9,"3.4",16.9,13.5,"1pct","TDPKDonly"
"349","ELAVL3",NA,"ENSG00000196361","CE117","chr19:11458612-11466171","chr19:11463496-11463662","167","AC/CT","cassette",NA,NA,NA,NA,NA,NA,NA,NA,"chr19:11458612-11463495","chr19:11463663-11466171",0,0,0,0,0,0,11.5,55.3,55.7,59.8,66.6,0,0,0,0,0,0,19.7,63.6,33,35.7,68.3,0,15.6,0,0,0,0,59.5,53.2,47.8,67.4,"0",67.4,67.4,"10pct","TDPKDonly"
"350","ELAVL3",NA,"ENSG00000196361","CE117","chr19:11458612-11466171","chr19:11463496-11463662","167","AC/CT","cassette",NA,NA,NA,NA,NA,NA,NA,NA,"chr19:11458612-11463495","chr19:11463663-11466171",0,0,0,0,0,0,11.5,55.3,55.7,59.8,66.6,0,0,0,0,0,0,19.7,63.6,33,35.7,68.3,0,15.6,0,0,0,0,59.5,53.2,47.8,67.4,"0",67.4,67.4,"5pct","TDPKDonly"
"351","ELAVL3",NA,"ENSG00000196361","CE117","chr19:11458612-11466171","chr19:11463496-11463662","167","AC/CT","cassette",NA,NA,NA,NA,NA,NA,NA,NA,"chr19:11458612-11463495","chr19:11463663-11466171",0,0,0,0,0,0,11.5,55.3,55.7,59.8,66.6,0,0,0,0,0,0,19.7,63.6,33,35.7,68.3,0,15.6,0,0,0,0,59.5,53.2,47.8,67.4,"0",67.4,67.4,"1pct","TDPKDonly"
"352","EML6",NA,"ENSG00000214595","CE118","chr2:54928752-54948881","chr2:54947858-54948014","157","AG/GT","cassette",NA,NA,NA,NA,NA,NA,NA,"Y","chr2:54928752-54947857","chr2:54948015-54948881",6.9,4.8,0,6,4.5,0,20,50,37.5,12.5,40.7,20.6,11.8,6,6,7.2,33.3,20,58.3,28.6,30,27.3,15.2,20,8.3,5,6,5.8,54.1,29.4,21.2,34,"15.2",54.1,38.9,"10pct","TDPKDonly"
"353","EML6",NA,"ENSG00000214595","CE118","chr2:54928752-54948881","chr2:54947858-54948014","157","AG/GT","cassette",NA,NA,NA,NA,NA,NA,NA,"Y","chr2:54928752-54947857","chr2:54948015-54948881",6.9,4.8,0,6,4.5,0,20,50,37.5,12.5,40.7,20.6,11.8,6,6,7.2,33.3,20,58.3,28.6,30,27.3,15.2,20,8.3,5,6,5.8,54.1,29.4,21.2,34,"15.2",54.1,38.9,"5pct","TDPKDonly"
"354","EML6",NA,"ENSG00000214595","CE118","chr2:54928752-54948881","chr2:54947858-54948014","157","AG/GT","cassette",NA,NA,NA,NA,NA,NA,NA,"Y","chr2:54928752-54947857","chr2:54948015-54948881",6.9,4.8,0,6,4.5,0,20,50,37.5,12.5,40.7,20.6,11.8,6,6,7.2,33.3,20,58.3,28.6,30,27.3,15.2,20,8.3,5,6,5.8,54.1,29.4,21.2,34,"15.2",54.1,38.9,"1pct","TDPKDonly"
"355","ENAH",NA,"ENSG00000154380","CE119","chr1:225567415-225652685","chr1:225590180-225590436","257","AC/CT","cassette",NA,NA,NA,NA,NA,NA,NA,NA,"chr1:225567415-225590179","chr1:225590437-225652685",0.5,2.2,0,0,1,0,0,24.2,4.5,0,11.9,0,0,0,0,0,0,0,6.4,0,0,3.4,0.1,0,1.1,0.2,0,0.5,15.3,3.3,0,7.7,"1.1",15.3,14.2,"10pct","NMDi"
"356","ENAH",NA,"ENSG00000154380","CE119","chr1:225567415-225652685","chr1:225590180-225590436","257","AC/CT","cassette",NA,NA,NA,NA,NA,NA,NA,NA,"chr1:225567415-225590179","chr1:225590437-225652685",0.5,2.2,0,0,1,0,0,24.2,4.5,0,11.9,0,0,0,0,0,0,0,6.4,0,0,3.4,0.1,0,1.1,0.2,0,0.5,15.3,3.3,0,7.7,"1.1",15.3,14.2,"5pct","NMDi"
"357","ENAH",NA,"ENSG00000154380","CE119","chr1:225567415-225652685","chr1:225590180-225590436","257","AC/CT","cassette",NA,NA,NA,NA,NA,NA,NA,NA,"chr1:225567415-225590179","chr1:225590437-225652685",0.5,2.2,0,0,1,0,0,24.2,4.5,0,11.9,0,0,0,0,0,0,0,6.4,0,0,3.4,0.1,0,1.1,0.2,0,0.5,15.3,3.3,0,7.7,"1.1",15.3,14.2,"1pct","NMDi"
"358","ENSG00000291130",NA,"ENSG00000291130","CE120","chr19:20409046-20417665","chr19:20409830-20409956","127","AC/CT","cassette","Y",NA,"Y",NA,NA,NA,NA,NA,"chr19:20409046-20409829","chr19:20409957-20417665",0,0,33.3,0,0,NA,100,100,100,78.9,100,0,30.8,0,0,0,NA,100,100,100,42.9,100,0,100,15.4,5.5,0,0,100,87,60.9,100,"15.4",100,84.6,"10pct","TDPKDonly"
"359","ENSG00000291130",NA,"ENSG00000291130","CE120","chr19:20409046-20417665","chr19:20409830-20409956","127","AC/CT","cassette","Y",NA,"Y",NA,NA,NA,NA,NA,"chr19:20409046-20409829","chr19:20409957-20417665",0,0,33.3,0,0,NA,100,100,100,78.9,100,0,30.8,0,0,0,NA,100,100,100,42.9,100,0,100,15.4,5.5,0,0,100,87,60.9,100,"15.4",100,84.6,"5pct","TDPKDonly"
"360","ENSG00000291130",NA,"ENSG00000291130","CE120","chr19:20409046-20417665","chr19:20409830-20409956","127","AC/CT","cassette","Y",NA,"Y",NA,NA,NA,NA,NA,"chr19:20409046-20409829","chr19:20409957-20417665",0,0,33.3,0,0,NA,100,100,100,78.9,100,0,30.8,0,0,0,NA,100,100,100,42.9,100,0,100,15.4,5.5,0,0,100,87,60.9,100,"15.4",100,84.6,"1pct","TDPKDonly"
"361","ENSG00000291207",NA,"ENSG00000291207","CE121","chr7:45729027-45736786","chr7:45735607-45735670","64","AC/CT","cassette","Y",NA,NA,NA,NA,NA,NA,NA,"chr7:45729027-45735606","chr7:45735671-45736786",0,0,1.9,0,0,0,0,17.8,26.5,20.7,26.2,4.7,0,1.9,22.2,0.8,12.5,73.7,50.3,70.6,60.3,61.2,4.3,36.9,0,4.5,11.1,0.4,34,44.2,40.5,43.7,"11.1",44.2,33.1,"10pct","TDPKDonly"
"362","ENSG00000291207",NA,"ENSG00000291207","CE121","chr7:45729027-45736786","chr7:45735607-45735670","64","AC/CT","cassette","Y",NA,NA,NA,NA,NA,NA,NA,"chr7:45729027-45735606","chr7:45735671-45736786",0,0,1.9,0,0,0,0,17.8,26.5,20.7,26.2,4.7,0,1.9,22.2,0.8,12.5,73.7,50.3,70.6,60.3,61.2,4.3,36.9,0,4.5,11.1,0.4,34,44.2,40.5,43.7,"11.1",44.2,33.1,"5pct","TDPKDonly"
"363","ENSG00000291207",NA,"ENSG00000291207","CE121","chr7:45729027-45736786","chr7:45735607-45735670","64","AC/CT","cassette","Y",NA,NA,NA,NA,NA,NA,NA,"chr7:45729027-45735606","chr7:45735671-45736786",0,0,1.9,0,0,0,0,17.8,26.5,20.7,26.2,4.7,0,1.9,22.2,0.8,12.5,73.7,50.3,70.6,60.3,61.2,4.3,36.9,0,4.5,11.1,0.4,34,44.2,40.5,43.7,"11.1",44.2,33.1,"1pct","TDPKDonly"
"364","EPB41L4A","1","ENSG00000129595","CE122","chr5:112234756-112239659","chr5:112237537-112237596","60","AC/CT","cassette",NA,NA,NA,NA,NA,NA,NA,NA,"chr5:112234756-112237536","chr5:112237597-112239659",0,0,0,0,0,0,0,45.1,0,3.7,24.2,0,0,0,0,0,0,0,49.2,2.1,0,25.8,0,0,0,0,0,0,47.2,9.3,1.9,25,"0",47.2,47.2,"10pct","NMDi"
"365","EPB41L4A","1","ENSG00000129595","CE122","chr5:112234756-112239659","chr5:112237537-112237596","60","AC/CT","cassette",NA,NA,NA,NA,NA,NA,NA,NA,"chr5:112234756-112237536","chr5:112237597-112239659",0,0,0,0,0,0,0,45.1,0,3.7,24.2,0,0,0,0,0,0,0,49.2,2.1,0,25.8,0,0,0,0,0,0,47.2,9.3,1.9,25,"0",47.2,47.2,"5pct","NMDi"
"366","EPB41L4A","1","ENSG00000129595","CE122","chr5:112234756-112239659","chr5:112237537-112237596","60","AC/CT","cassette",NA,NA,NA,NA,NA,NA,NA,NA,"chr5:112234756-112237536","chr5:112237597-112239659",0,0,0,0,0,0,0,45.1,0,3.7,24.2,0,0,0,0,0,0,0,49.2,2.1,0,25.8,0,0,0,0,0,0,47.2,9.3,1.9,25,"0",47.2,47.2,"1pct","NMDi"
"367","EPB41L4A","2","ENSG00000129595","CE123","chr5:112266331-112275325","chr5:112267210-112267284","75","AC/CT","cassette",NA,NA,NA,"Y",NA,NA,NA,NA,"chr5:112266331-112267209","chr5:112267285-112275325",0,0,1.7,0,0,0,90.2,88.2,81.1,84,94.3,0,0,0,0,0,0,91.1,83.3,85.7,86.2,92.7,0,90.7,0,0.3,0,0,85.8,87.3,85.1,93.5,"0.3",93.5,93.2,"10pct","TDPKDonly"
"368","EPB41L4A","2","ENSG00000129595","CE123","chr5:112266331-112275325","chr5:112267210-112267284","75","AC/CT","cassette",NA,NA,NA,"Y",NA,NA,NA,NA,"chr5:112266331-112267209","chr5:112267285-112275325",0,0,1.7,0,0,0,90.2,88.2,81.1,84,94.3,0,0,0,0,0,0,91.1,83.3,85.7,86.2,92.7,0,90.7,0,0.3,0,0,85.8,87.3,85.1,93.5,"0.3",93.5,93.2,"5pct","TDPKDonly"
"369","EPB41L4A","2","ENSG00000129595","CE123","chr5:112266331-112275325","chr5:112267210-112267284","75","AC/CT","cassette",NA,NA,NA,"Y",NA,NA,NA,NA,"chr5:112266331-112267209","chr5:112267285-112275325",0,0,1.7,0,0,0,90.2,88.2,81.1,84,94.3,0,0,0,0,0,0,91.1,83.3,85.7,86.2,92.7,0,90.7,0,0.3,0,0,85.8,87.3,85.1,93.5,"0.3",93.5,93.2,"1pct","TDPKDonly"
"370","EPB41L4A","3","ENSG00000129595","CE124","chr5:112266331-112275325","chr5:112270684-112270792","109","AC/CT","cassette",NA,NA,NA,NA,NA,NA,NA,NA,"chr5:112266331-112270683;chr5:112267284-112270683","chr5:112270793-112275325",0,0,1.7,2.9,2.3,0,0,0,0,0,0,0,2.5,1.7,0,1.5,0,28.6,57.1,16.7,33.3,75,0,14.3,1.2,1.7,1.4,1.9,28.6,20.8,16.6,37.5,"1.9",37.5,35.6,"10pct","TDPKDonly"
"371","EPB41L4A","3","ENSG00000129595","CE124","chr5:112266331-112275325","chr5:112270684-112270792","109","AC/CT","cassette",NA,NA,NA,NA,NA,NA,NA,NA,"chr5:112266331-112270683;chr5:112267284-112270683","chr5:112270793-112275325",0,0,1.7,2.9,2.3,0,0,0,0,0,0,0,2.5,1.7,0,1.5,0,28.6,57.1,16.7,33.3,75,0,14.3,1.2,1.7,1.4,1.9,28.6,20.8,16.6,37.5,"1.9",37.5,35.6,"5pct","TDPKDonly"
"372","EPB41L4A","3","ENSG00000129595","CE124","chr5:112266331-112275325","chr5:112270684-112270792","109","AC/CT","cassette",NA,NA,NA,NA,NA,NA,NA,NA,"chr5:112266331-112270683;chr5:112267284-112270683","chr5:112270793-112275325",0,0,1.7,2.9,2.3,0,0,0,0,0,0,0,2.5,1.7,0,1.5,0,28.6,57.1,16.7,33.3,75,0,14.3,1.2,1.7,1.4,1.9,28.6,20.8,16.6,37.5,"1.9",37.5,35.6,"1pct","TDPKDonly"
"373","EPG5",NA,"ENSG00000152223","CE125","chr18:45901168-45903972","chr18:45902018-45902155","138","AC/CT","cassette",NA,NA,NA,NA,NA,NA,NA,NA,"chr18:45901168-45902017","chr18:45902156-45903972",0,13.3,9.5,11.1,10.9,0,0,55.9,5.4,9.4,47.4,0,10.3,6.6,0,8.9,0,0,34.8,12.5,0,16.7,0,0,11.8,7.8,5.6,9.9,45.3,15.2,4.7,32,"11.8",45.3,33.5,"10pct","NMDi"
"374","EPG5",NA,"ENSG00000152223","CE125","chr18:45901168-45903972","chr18:45902018-45902155","138","AC/CT","cassette",NA,NA,NA,NA,NA,NA,NA,NA,"chr18:45901168-45902017","chr18:45902156-45903972",0,13.3,9.5,11.1,10.9,0,0,55.9,5.4,9.4,47.4,0,10.3,6.6,0,8.9,0,0,34.8,12.5,0,16.7,0,0,11.8,7.8,5.6,9.9,45.3,15.2,4.7,32,"11.8",45.3,33.5,"5pct","NMDi"
"375","EPG5",NA,"ENSG00000152223","CE125","chr18:45901168-45903972","chr18:45902018-45902155","138","AC/CT","cassette",NA,NA,NA,NA,NA,NA,NA,NA,"chr18:45901168-45902017","chr18:45902156-45903972",0,13.3,9.5,11.1,10.9,0,0,55.9,5.4,9.4,47.4,0,10.3,6.6,0,8.9,0,0,34.8,12.5,0,16.7,0,0,11.8,7.8,5.6,9.9,45.3,15.2,4.7,32,"11.8",45.3,33.5,"1pct","NMDi"
"376","ERC2",NA,"ENSG00000187672","CE126","chr3:56173521-56296018","chr3:56206233-56206362","130","AC/CT","cassette",NA,NA,NA,NA,NA,NA,NA,NA,"chr3:56173521-56206232","chr3:56206363-56296018",0,0,0,0,0,0,4.5,12.2,12.2,15,15.2,0,0,0,0,0,0,0,17.3,0,10.5,12.4,0,2.2,0,0,0,0,14.8,10.9,12.8,13.8,"0",14.8,14.8,"10pct","NMDi"
"377","ERC2",NA,"ENSG00000187672","CE126","chr3:56173521-56296018","chr3:56206233-56206362","130","AC/CT","cassette",NA,NA,NA,NA,NA,NA,NA,NA,"chr3:56173521-56206232","chr3:56206363-56296018",0,0,0,0,0,0,4.5,12.2,12.2,15,15.2,0,0,0,0,0,0,0,17.3,0,10.5,12.4,0,2.2,0,0,0,0,14.8,10.9,12.8,13.8,"0",14.8,14.8,"5pct","NMDi"
"378","ERC2",NA,"ENSG00000187672","CE126","chr3:56173521-56296018","chr3:56206233-56206362","130","AC/CT","cassette",NA,NA,NA,NA,NA,NA,NA,NA,"chr3:56173521-56206232","chr3:56206363-56296018",0,0,0,0,0,0,4.5,12.2,12.2,15,15.2,0,0,0,0,0,0,0,17.3,0,10.5,12.4,0,2.2,0,0,0,0,14.8,10.9,12.8,13.8,"0",14.8,14.8,"1pct","TDPKDonly"
"379","ERI3","1","ENSG00000117419","CE127","chr1:44221641-44247938","chr1:44225766-44226003","238","AC/CT","cassette",NA,NA,NA,NA,NA,NA,NA,NA,"chr1:44221641-44225765","chr1:44226004-44247938",0,0.3,0,0,0,0,7.5,41,24.2,20.6,45.7,0,0,0,0,0,0,3.3,11.5,4.8,2.5,12.7,0,5.4,0.1,0,0,0,26.2,18.4,11.6,29.2,"0.1",29.2,29.1,"10pct","NMDi"
"380","ERI3","1","ENSG00000117419","CE127","chr1:44221641-44247938","chr1:44225766-44226003","238","AC/CT","cassette",NA,NA,NA,NA,NA,NA,NA,NA,"chr1:44221641-44225765","chr1:44226004-44247938",0,0.3,0,0,0,0,7.5,41,24.2,20.6,45.7,0,0,0,0,0,0,3.3,11.5,4.8,2.5,12.7,0,5.4,0.1,0,0,0,26.2,18.4,11.6,29.2,"0.1",29.2,29.1,"5pct","TDPKDonly"
"381","ERI3","1","ENSG00000117419","CE127","chr1:44221641-44247938","chr1:44225766-44226003","238","AC/CT","cassette",NA,NA,NA,NA,NA,NA,NA,NA,"chr1:44221641-44225765","chr1:44226004-44247938",0,0.3,0,0,0,0,7.5,41,24.2,20.6,45.7,0,0,0,0,0,0,3.3,11.5,4.8,2.5,12.7,0,5.4,0.1,0,0,0,26.2,18.4,11.6,29.2,"0.1",29.2,29.1,"1pct","TDPKDonly"
"382","ERI3","2","ENSG00000117419","CE128","chr1:44221641-44247938","chr1:44241915-44242080","166","AC/CT","cassette",NA,NA,NA,NA,NA,NA,NA,NA,"chr1:44221641-44241914","chr1:44242081-44247938",1.3,3.3,1.1,1.8,2.4,1.4,4.5,22.7,8.1,17,30.3,1,1.7,0.6,1.3,1.9,0,5.2,30.8,6.8,20.3,34.8,0.9,4.8,2.5,1.5,1.6,2.1,26.8,19.6,18.6,32.5,"2.5",32.5,30,"10pct","NMDi"
"383","ERI3","2","ENSG00000117419","CE128","chr1:44221641-44247938","chr1:44241915-44242080","166","AC/CT","cassette",NA,NA,NA,NA,NA,NA,NA,NA,"chr1:44221641-44241914","chr1:44242081-44247938",1.3,3.3,1.1,1.8,2.4,1.4,4.5,22.7,8.1,17,30.3,1,1.7,0.6,1.3,1.9,0,5.2,30.8,6.8,20.3,34.8,0.9,4.8,2.5,1.5,1.6,2.1,26.8,19.6,18.6,32.5,"2.5",32.5,30,"5pct","NMDi"
"384","ERI3","2","ENSG00000117419","CE128","chr1:44221641-44247938","chr1:44241915-44242080","166","AC/CT","cassette",NA,NA,NA,NA,NA,NA,NA,NA,"chr1:44221641-44241914","chr1:44242081-44247938",1.3,3.3,1.1,1.8,2.4,1.4,4.5,22.7,8.1,17,30.3,1,1.7,0.6,1.3,1.9,0,5.2,30.8,6.8,20.3,34.8,0.9,4.8,2.5,1.5,1.6,2.1,26.8,19.6,18.6,32.5,"2.5",32.5,30,"1pct","TDPKDonly"
"385","ESS2",NA,"ENSG00000100056","CE129","chr22:19142895-19144505","chr22:19144057-19144505","-","AC/-","exon ext.",NA,NA,NA,NA,NA,NA,NA,NA,"chr22:19142895-19144056",NA,8.3,14,8.4,11.8,9,6.5,15.7,45.3,8.1,17.9,22.7,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,7.4,15.7,14,9.7,11.8,9,45.3,16.2,17.9,22.7,"14",45.3,31.3,"10pct","TDPKDonly"
"386","ESS2",NA,"ENSG00000100056","CE129","chr22:19142895-19144505","chr22:19144057-19144505","-","AC/-","exon ext.",NA,NA,NA,NA,NA,NA,NA,NA,"chr22:19142895-19144056",NA,8.3,14,8.4,11.8,9,6.5,15.7,45.3,8.1,17.9,22.7,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,7.4,15.7,14,9.7,11.8,9,45.3,16.2,17.9,22.7,"14",45.3,31.3,"5pct","TDPKDonly"
"387","ESS2",NA,"ENSG00000100056","CE129","chr22:19142895-19144505","chr22:19144057-19144505","-","AC/-","exon ext.",NA,NA,NA,NA,NA,NA,NA,NA,"chr22:19142895-19144056",NA,8.3,14,8.4,11.8,9,6.5,15.7,45.3,8.1,17.9,22.7,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,7.4,15.7,14,9.7,11.8,9,45.3,16.2,17.9,22.7,"14",45.3,31.3,"1pct","TDPKDonly"
"388","ETNK1","long","ENSG00000139163","CE130","chr12:22661206-22671271","chr12:22668598-22668722","125","AG/GT","cassette",NA,NA,NA,NA,NA,NA,NA,"Y","chr12:22661206-22668597","chr12:22668723-22671271",3.8,10.2,4.5,5,18.2,0,6,46.1,7.1,19.6,68.6,2.5,3.3,6.8,14.4,9.9,0,1.8,5.3,27.8,21.1,31.7,1.6,3.9,6.8,9.8,9.7,14.1,25.7,29.3,20.4,50.1,"14.1",50.1,36,"10pct","NMDi"
"389","ETNK1","long","ENSG00000139163","CE130","chr12:22661206-22671271","chr12:22668598-22668722","125","AG/GT","cassette",NA,NA,NA,NA,NA,NA,NA,"Y","chr12:22661206-22668597","chr12:22668723-22671271",3.8,10.2,4.5,5,18.2,0,6,46.1,7.1,19.6,68.6,2.5,3.3,6.8,14.4,9.9,0,1.8,5.3,27.8,21.1,31.7,1.6,3.9,6.8,9.8,9.7,14.1,25.7,29.3,20.4,50.1,"14.1",50.1,36,"5pct","NMDi"
"390","ETNK1","long","ENSG00000139163","CE130","chr12:22661206-22671271","chr12:22668598-22668722","125","AG/GT","cassette",NA,NA,NA,NA,NA,NA,NA,"Y","chr12:22661206-22668597","chr12:22668723-22671271",3.8,10.2,4.5,5,18.2,0,6,46.1,7.1,19.6,68.6,2.5,3.3,6.8,14.4,9.9,0,1.8,5.3,27.8,21.1,31.7,1.6,3.9,6.8,9.8,9.7,14.1,25.7,29.3,20.4,50.1,"14.1",50.1,36,"1pct","TDPKDonly"
"391","ETNK1","short","ENSG00000139163","CE131","chr12:22661206-22671271","chr12:22668598-22668700","103","AG/GT","cassette",NA,NA,NA,NA,NA,NA,NA,"Y","chr12:22661206-22668597","chr12:22668701-22671271",3.8,10.2,4.5,5,18.2,0,6,46.1,7.1,19.6,68.6,2.2,5.7,7.4,5,8.2,0,1.8,22.6,14.5,16.7,53.3,1.5,3.9,7.9,8.1,5,13.2,34.4,30,18.1,60.9,"13.2",60.9,47.7,"10pct","NMDi"
"392","ETNK1","short","ENSG00000139163","CE131","chr12:22661206-22671271","chr12:22668598-22668700","103","AG/GT","cassette",NA,NA,NA,NA,NA,NA,NA,"Y","chr12:22661206-22668597","chr12:22668701-22671271",3.8,10.2,4.5,5,18.2,0,6,46.1,7.1,19.6,68.6,2.2,5.7,7.4,5,8.2,0,1.8,22.6,14.5,16.7,53.3,1.5,3.9,7.9,8.1,5,13.2,34.4,30,18.1,60.9,"13.2",60.9,47.7,"5pct","NMDi"
"393","ETNK1","short","ENSG00000139163","CE131","chr12:22661206-22671271","chr12:22668598-22668700","103","AG/GT","cassette",NA,NA,NA,NA,NA,NA,NA,"Y","chr12:22661206-22668597","chr12:22668701-22671271",3.8,10.2,4.5,5,18.2,0,6,46.1,7.1,19.6,68.6,2.2,5.7,7.4,5,8.2,0,1.8,22.6,14.5,16.7,53.3,1.5,3.9,7.9,8.1,5,13.2,34.4,30,18.1,60.9,"13.2",60.9,47.7,"1pct","TDPKDonly"
"394","ETS2",NA,"ENSG00000157557","CE132","chr21:38806121-38810034","chr21:38806445-38806808","-","-/GT","start site",NA,NA,NA,NA,NA,NA,NA,NA,NA,"chr21:38806809-38810034",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.7,1.3,1.1,0.8,1.9,2.7,13.6,34,20.3,19,31.6,1.7,13.6,1.3,1.3,0.8,1.9,34,23.6,19,31.6,"1.9",34,32.1,"10pct","TDPKDonly"
"395","ETS2",NA,"ENSG00000157557","CE132","chr21:38806121-38810034","chr21:38806445-38806808","-","-/GT","start site",NA,NA,NA,NA,NA,NA,NA,NA,NA,"chr21:38806809-38810034",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.7,1.3,1.1,0.8,1.9,2.7,13.6,34,20.3,19,31.6,1.7,13.6,1.3,1.3,0.8,1.9,34,23.6,19,31.6,"1.9",34,32.1,"5pct","TDPKDonly"
"396","ETS2",NA,"ENSG00000157557","CE132","chr21:38806121-38810034","chr21:38806445-38806808","-","-/GT","start site",NA,NA,NA,NA,NA,NA,NA,NA,NA,"chr21:38806809-38810034",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.7,1.3,1.1,0.8,1.9,2.7,13.6,34,20.3,19,31.6,1.7,13.6,1.3,1.3,0.8,1.9,34,23.6,19,31.6,"1.9",34,32.1,"1pct","TDPKDonly"
